item_id,tags,locale,region,tier,traits,content_summary
item_b924754ed97b943c,"Food, Mexican, Restaurants, Barbeque, Event Planning & Services, Caterers, Food Trucks, Tacos",Tucson,AZ,-1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;WiFi=u'no',"Delicious food !!! Wow best I have ever had in Tucson !! Meat was beautifully cooked and sauce was exquisite, this is a must try for everyone !!! Thank you for | Delicious street tacos and slaw! The flavors of the bbq meat pop and make you take notice - no ""ho-hum"" here - We'll be back to sample even more of the menu! | Very small portions my hands are pretty small. Went because of the pic. Doritos weren't soggy, yay.."
item_b9277737e24cfa3a,"Local Services, Automotive, Electricians, RV Repair, Awnings, Home Services",Tucson,AZ,-1,BusinessAcceptsCreditCards=True;WiFi=u'no',We had a tip out issue on our RV on arrival in Tucson. Unfortunately Rick was not our first call. When it became apparent we needed someone else - in a hurry- w | Just got an older class A RV and it had a problem with one of the hydraulic levelers and another with a malfunctioning taillight. Found Ricks and loved the idea | I met Rick and Kathy at Country Thunder many years with our first trip in the travel trailer. Even though they were on vacation they helped answer our newbie q
item_b92ff69519d9e111,"Latin American, Restaurants",Tucson,AZ,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True,"My ex is & always on the lookout for restaurants, so of course we had to check it out. I gave it 4 stars for the food, but the service wasn | This restaurant was one of the worse I have ever been to. Entering the restaurant it had a comfortable atmosphere. From the time we ordered our food until we ac | Friday night, with the recommendation of a friend of ours who lives in Rita Ranch, we took the 40 minute drive out to 's, very excited to eat some tradi"
item_b930edd6e1090827,"Books, Mags, Music & Video, Mobile Phone Repair, Computers, Electronics, Appliances & Repair, Mobile Phones, Videos & Video Game Rental, IT Services & Computer Repair, Local Services, Electronics Repair, Shopping",Tucson,AZ,2,BusinessAcceptsCreditCards=True;BikeParking=False,"Excellent quick service while I waited. I like that fact that there are no worries of someone going through your phone because the repairs are done right in fro | Gamer's is an excellent place to pick up games, get things repaired, or trade in your used items. Have been to this store frequently since I discovere | These guys did a great job fixing my phone fast! I love that they are open late so I could come after work."
item_b9341ad930ebfc74,"Martial Arts, Dance Studios, Arts & Entertainment, Fitness & Instruction, Summer Camps, Performing Arts, Active Life",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"So excited about this place! We went to a Zumba class tonight and loved it. The studio itself is a little off the beaten path but don't let that deter you. It's | We had a wonderful time during our lesson with Jaquetta! She was professional, considerate, and overall a pleasure to work with. She taught us to an | This studio offers hip hop, flirty girl, belly , african and Zumba. I love the array of classes for adults. The instructors are awesome and always keep it"
item_b9343879c2a7445f,"Landmarks & Historical Buildings, Active Life, Boating, Public Services & Government",Philadelphia,PA,-1,GoodForKids=True;BikeParking=True,"As someone who drives by without much thought then ""POTHOLE...NOW"", it was nice to finally pay it the proper visit it deserves. There are a pletho | My favorite place around the Philadelphia city. Very scenic trail to run, walk, jog, do some cycling or just sit and watch water, birds and or people. It's beau | I am reviewing from the perspective of one who walks past the houses on the trail. Great to see the s close up from the side not facing t"
item_b9367d1f8a075d8b,"Thai, Restaurants, Noodles, Seafood",Tucson,AZ,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=False,"Came here for lunch, first time ever trying food and it was delicious, I ordered from the lunch specials menu and I didn't spend much more than I would hav | I tried fir the first time this past week. I have always loved food, having spent time in land in my past. I was promptly seated, b | The pad is decent quality and portion. It's more expensive than regular pad so nothing special. I love the calamari and the sweet sauce that it came w"
item_b93cf85991a29f22,"Argentine, Latin American, Peruvian, Seafood, Spanish, Restaurants",Tampa,FL,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'no';BikeParking=True,"Well despite not having an appetite and how s in Florida give generous amount of delicious food. I had been dragged along to eat despite eating friend | Have enjoyed this Argentinean nearly every trip to the Tampa area. Happily, Ybor City is less dangerous than it used to be and is really developing i | Ding Ding Ding Ding Ding!!!!! Holy Wow this place is amazing, and I am embarrassed to admit that I had never been here before. El is located in a very"
item_b93d42052c779f5d,"Cosmetics & Beauty Supply, Beauty & Spas, Shopping, Makeup Artists",Philadelphia,PA,3,BusinessAcceptsCreditCards=True;BikeParking=False,"I love all the colors M.A.C. offers. There are so many varieties to choose from. The quality of the product isn't bad, either. It's rather good. I tend to not s | This M.A.C. was super busy the whole day. They need to extend their hours or hire more people. People greeted us but no one was able to help us so we left to co | I needed someone to do my makeup for my wedding because were I to have done it myself, it would have wiped and streaked off in about 30 seconds, leaving me look"
item_b93e5cec6b009b80,"Nightlife, Arts & Entertainment, Bars, Dive Bars, Music Venues",Philadelphia,PA,1,BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"i still absolutely adore this bar. living around corner for past 5 years i've gotten to know owner and several of employees well and it's becom | I'll go anywhere that served you a ginormous dill pickle with a shot of whiskey. But that's really all its good for. | great spot.. I stopped by "" "" to check out a band ""st. James and apostles"" ..Great music .. Well, this place is pretty cool, it reminds me of HOGS an"
item_b93f6a583229dd5c,"Hair Removal, Makeup Artists, Nail Salons, Beauty & Spas",Tampa,FL,2,BusinessAcceptsCreditCards=True;BikeParking=True,"I don't usually write reviews but figured I could hope save at least someone money before stepping foot into this salon. I have gone here on a couple of occasio | The first time I was here I did not have a great experience, the second time with Anna was great. She was sweet and did a great job on my mani/pedi. Quick, but | Went to get our done there and they did not do what we wanted. My friend went back in to get a little chip fixed at the end of two . They put foil on"
item_b9404c9c6e91e279,"Hotels & Travel, Golf, Hotels, Event Planning & Services, Active Life",Tucson,AZ,3,BusinessAcceptsCreditCards=True;GoodForKids=True;WiFi='free';BikeParking=True,"This review is solely based on dinner I had ir with my fiancée and her family. Salmon was mediocre, and sauce didn't go well with fish. waitr | y don't deserve any stars. I've wasted countless hours this past month dealing with and ir despicable crooked management. We were falsely char | Ano r amazing staycation for mo r's day weekend! We spent two amazing days by pool when we weren't in our large, beautiful fully loaded suite! ir poo"
item_b94516515927a791,"Specialty Food, Candy Stores, Food",Philadelphia,PA,1,BusinessAcceptsCreditCards=True,"Great specials. So much more than just and candy, they have fresh s, jams, teas, chips, fried , and general home stuff like baking soda. | A truly fantastic little find in a very unlikely location. This place reminds me of 2 You which I used to frequent when I was a child so for nostalgia reas | The only way this place could get any more convenient is if it were open later and if you could buy weed."
item_b947e058930dfae0,"Gastropubs, Restaurants, American (New), Seafood",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"The food was very good when we visited this place tonight! I got the fried green tomato sandwich and my boyfriend got the burger, both of which were very tasty | The service here is outstanding. My family and I came for restaurant week. The fried green tomatoes were ok. Hush puppies weren't that good. She crab soup was a | We went for Sunday brunch; their food was decent but a little overpriced for what you received. However, the service was fantastic. They let us sit at a table b"
item_b94af528daa86674,"Thai, Restaurants, Soup, Food, Noodles, Vietnamese, American (New), Sandwiches, Coffee & Tea",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False,"We ordered their soup and noodles on a cold snowy day during the winter time. The soups were perfect and the exact asian fusion blend i was looking for. My husb | I've been to at least 5 times now and it's always delicious. I will say, I think the Fishtown location is better (it's the OG, of . course it | We enjoyed coming here the other day! It wasn't our first visit to , and it won't be our last. The one thing that changed is that it's now table service if"
item_b94ec90c2000e330,"Cheesesteaks, Bubble Tea, Food, Burgers, Chicken Wings, Coffee & Tea, Restaurants",Tampa,FL,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;GoodForKids=True;WiFi='no';BikeParking=True,"Food is good and service is also fine. Their s and fried butterfly shrimp was on point | All I can say is WOW!!! The reviews did not lie. The s here are amazing. I consider myself a connoisseur and these definitely exceeded my expectations. | Came here after some chicken cravings and honestly, I was super underwhelmed. I pre-ordered the 10 pc combo , that comes with fries and a drink. When I"
